time,x,y,speed,stay,block_id
11.25,0.1203085995415537,0.4269952151330966,,False,1
11.5,0.1173166566610905,0.5809158558663108,0.6157988680200464,False,1
11.75,0.1143247137806272,0.7348364965995251,0.6157988680200469,False,1
12.0,0.0689931180834243,0.8984032202906418,0.6789288819014938,False,1
12.25,0.0054550682684221,1.0661178515602567,0.7173872741129059,False,1
12.5,-0.0548477760923056,1.2296407512145566,0.697150448604539,False,1
12.75,-0.1114874461404691,1.3884174164193257,0.6743065372569026,False,1
13.0,-0.1730270951803301,1.545508883158259,0.6748612577546728,False,1
13.25,-0.2806167154397547,1.6867628654952211,0.7102474376003673,False,1
13.5,-0.3882063356991794,1.8280168478321832,0.7102474376003676,False,1
15.5,-1.0380745496184327,1.990225206298048,0.5260732074269182,False,3
15.75,-1.1677836670843882,2.0119647686092077,0.5260732074269181,False,3
19.5,-1.8077819035795208,1.3913442096613389,0.6552271561194994,False,5
19.75,-1.8289535838770563,1.2159564040227375,0.7066441527484095,False,5
20.0,-1.8495279425062217,1.1294605751699072,0.3556365030069806,True,6
20.25,-1.86977452510848,1.091743587798114,0.1712306161163509,True,6
20.5,-1.890021107710739,1.0540266004263206,0.1712306161163533,True,6
20.75,-1.9102676903129976,1.0163096130545273,0.1712306161163521,True,6
21.0,-1.9305142729152565,0.978592625682734,0.1712306161163525,True,6
21.25,-1.950760855517515,0.9408756383109408,0.1712306161163517,True,6
21.5,-1.9710074381197744,0.9031586509391476,0.171230616116353,True,6
21.75,-1.991254020722033,0.8654416635673542,0.1712306161163525,True,6
22.0,-2.0115006033242917,0.827724676195561,0.1712306161163517,True,6
22.25,-2.0340534488697637,0.7987780363443501,0.1467808598352593,True,6
22.5,-2.061947765610631,0.790144153454634,0.1167997835746731,True,6
22.75,-2.089842082351498,0.781510270564918,0.116799783574673,True,6
23.0,-2.117736399092365,0.7728763876752018,0.1167997835746731,True,6
23.25,-2.1456307158332324,0.7642425047854857,0.1167997835746731,True,6
23.5,-2.1735250325740996,0.7556086218957697,0.116799783574673,True,6
23.75,-2.2014193493149667,0.7469747390060537,0.116799783574673,True,6
24.0,-2.229313666055834,0.7383408561163376,0.1167997835746731,True,6
24.25,-2.257207982796701,0.7297069732266215,0.1167997835746731,True,6
24.5,-2.2851022995375683,0.7210730903369055,0.116799783574673,True,6
24.75,-2.312996616278435,0.7124392074471895,0.1167997835746713,True,6
25.0,-2.340890933019302,0.7038053245574734,0.1167997835746731,True,6
25.25,-2.36878524976017,0.6951714416677572,0.1167997835746748,True,6
25.5,-2.396679566501037,0.6865375587780412,0.116799783574673,True,6
25.75,-2.4579907429841685,0.6532402409330933,0.279077673414788,True,6
26.0,-2.5413113704735766,0.6036987676683854,0.3877459898122268,True,6
26.25,-2.6246319979629846,0.5541572944036776,0.3877459898122266,True,6
26.5,-2.7079526254523927,0.5046158211389696,0.3877459898122268,True,6
26.75,-2.76491692479692,0.5089293940471633,0.2285095467956541,True,6
27.0,-2.7929244407722345,0.5724116378261723,0.2775439778146888,True,6
27.25,-2.820931956747549,0.6358938816051812,0.2775439778146884,True,6
27.5,-2.8489394727228636,0.6993761253841901,0.2775439778146884,True,6
27.75,-2.876946988698178,0.7628583691631992,0.2775439778146888,True,6
28.0,-2.9049545046734924,0.826340612942208,0.2775439778146873,True,6
28.25,-2.921861597499485,0.9472431401426792,0.4883158137318497,True,6
28.5,-2.9342707701337223,1.0914125148086398,0.578809760208522,False,7
28.75,-2.9466799427679597,1.2355818894746002,0.5788097602085216,False,7
29.0,-2.965532851118453,1.3916765439797696,0.628916189244453,False,7
29.25,-2.9847438931277295,1.54843398856338,0.6317209582398339,False,7
29.5,-3.015090398240462,1.7034419717038758,0.631802313510691,False,7
29.75,-3.0611608107324537,1.8559796157628676,0.6373723026583434,False,7
30.0,-3.107231223224445,2.0085172598218595,0.637372302658343,False,7
30.25,-3.1490532108653095,2.1460663264621274,0.5750662484805242,False,7
30.5,-3.1904254787628643,2.282028767605761,0.568470930869442,False,7
30.75,-3.2335336038184543,2.4361320424639343,0.6400766175116485,False,7
31.0,-3.294255669017285,2.7743124216606008,1.374354470000296,False,7
31.25,-3.354977734216115,3.112492800857267,1.3743544700002954,False,7
