time,speed,low_speed
11.5,0.6157988680200464,
11.75,0.6157988680200469,
12.0,0.6789288819014938,
12.25,0.7173872741129059,
12.5,0.697150448604539,0.6650128681318064
12.75,0.6743065372569026,0.6767144019791776
13.0,0.6748612577546728,0.6885268799261028
13.25,0.7102474376003673,0.6947905910658776
13.5,0.7102474376003676,0.6933626237633699
13.75,0.3214361840703895,0.61821977085654
14.0,0.26885904368290003,0.5371302721417395
14.25,0.2688590436829002,0.4559298293273849
14.5,0.2688590436829002,0.3676521505438915
14.75,0.2688590436829002,0.279374471760398
15.0,0.2688590436828993,0.26885904368290003
15.25,0.4982914011807886,0.3147455151824777
15.5,0.5260732074269182,0.3661883479312813
15.75,0.5260732074269181,0.41763118068008487
16.0,0.46528615986189437,0.45691660391588373
16.25,0.46431933971189715,0.4960086631216833
16.5,0.4643193397118963,0.4892142508279049
16.75,0.3279466755537034,0.44958894445326186
17.0,0.1524513924742487,0.37486458146272794
17.25,0.15245139247425116,0.31229762798519933
17.5,0.1524513924742482,0.24992403853766954
17.75,0.1524513924742487,0.18755044909014001
18.0,0.15245139247424994,0.15245139247424933
18.25,0.15245139247424894,0.15245139247424938
18.5,0.1524513924742492,0.152451392474249
18.75,0.15245139247424894,0.15245139247424913
19.0,0.1524513924742492,0.15245139247424924
19.25,0.15245139247424944,0.15245139247424913
19.5,0.6552271561194994,0.25300654520329924
19.75,0.7066441527484095,0.3638450972581313
20.0,0.3556365030069806,0.4044821193646776
20.25,0.17123061611635096,0.408237964093098
20.5,0.17123061611635337,0.41199380882151876
20.75,0.17123061611635215,0.3151945008208893
21.0,0.17123061611635257,0.20811179349447792
21.25,0.17123061611635176,0.17123061611635215
21.5,0.171230616116353,0.17123061611635257
21.75,0.17123061611635257,0.17123061611635243
22.0,0.17123061611635176,0.17123061611635232
22.25,0.14678085983525938,0.1663406648601337
22.5,0.11679978357467316,0.15545449835179798
22.75,0.11679978357467302,0.144568331843462
23.0,0.11679978357467316,0.13368216533512609
23.25,0.11679978357467316,0.12279599882679038
23.5,0.11679978357467302,0.1167997835746731
23.75,0.11679978357467302,0.11679978357467306
24.0,0.11679978357467316,0.1167997835746731
24.25,0.11679978357467316,0.1167997835746731
24.5,0.11679978357467302,0.11679978357467306
24.75,0.11679978357467131,0.11679978357467273
25.0,0.11679978357467316,0.11679978357467276
25.25,0.11679978357467485,0.1167997835746731
25.5,0.11679978357467302,0.11679978357467306
25.75,0.279077673414788,0.14925536154269609
26.0,0.38774598981222685,0.20344460279020718
26.25,0.38774598981222663,0.2576338440377179
26.5,0.38774598981222685,0.3118230852852283
26.75,0.2285095467956541,0.3341650379294245
27.0,0.27754397781468887,0.33385829880940465
27.25,0.2775439778146884,0.311817896409897
27.5,0.2775439778146884,0.2897774940103893
27.75,0.27754397781468887,0.2677370916108817
28.0,0.2775439778146873,0.27754397781468837
28.25,0.48831581373184973,0.31969834499812055
28.5,0.578809760208522,0.3799515014768873
28.75,0.5788097602085216,0.4402046579556539
29.0,0.628916189244453,0.5104791002416068
29.25,0.6317209582398339,0.581314496326636
29.5,0.631802313510691,0.6100117962824043
29.75,0.6373723026583434,0.6217243047723686
30.0,0.637372302658343,0.6334368132623329
30.25,0.5750662484805242,0.6226668251095471
30.5,0.568470930869442,0.6100168196354687
30.75,0.6400766175116485,0.6116716804356603
31.0,1.3743544700002959,0.7590681139040507
31.25,1.3743544700002954,0.9064645473724411
