time,speed,low_speed
0.554,0.3200000000000073,
0.804,0.0,
1.053,0.4543658031720717,
1.304,0.0,
1.554,0.6800000000000068,0.2908731606344171
1.804,1.4669696656713724,0.5202670937686902
2.054,1.049952379872538,0.7302575697431978
2.303,0.3212851405622491,0.7036414372212333
2.554,0.9960159362549804,0.9028446244722296
2.804,0.3599999999999994,0.838844624472228
3.054,0.3200000000000003,0.6094506913379535
3.304,0.6800000000000033,0.5354602153634465
3.554,0.6400000000000006,0.5992031872509969
3.804,0.0,0.4000000000000007
4.055,0.0,0.3280000000000008
4.304,1.2141539323558987,0.5068307864711805
4.554,0.9338094023942952,0.557592666950039
4.804,0.9616652224137092,0.6219257114327806
5.054,0.9599999999999936,0.8139257114327794
5.304,2.680000000000007,1.3499257114327807
5.554,1.6399999999999864,1.4350949249615983
5.805,0.7485376186476548,1.3980405682122703
6.054,0.6827309236947845,1.3422537084684854
6.304,2.6399999999999864,1.6782537084684837
6.554,1.6800000000000068,1.4782537084684837
6.804,1.6400000000000006,1.4782537084684866
7.053,1.686746987951802,1.6658955823293162
7.304,2.6294820717131446,2.055245811932988
7.554,0.6800000000000068,1.6632458119329925
7.804,0.6400000000000006,1.455245811932991
8.053,0.6827309236947702,1.2637919966719449
8.304,0.9960159362549824,1.1256457863325808
8.554,1.0628264204469136,0.8123146560793348
8.804,1.386217876093077,0.9535582312979488
9.053,1.9629476963614312,1.2181477705702348
9.304,1.3528228562828453,1.35216615708785
9.553,4.349232568893446,2.022809483615543
9.804,1.67330677290837,2.144905554107834
10.055,0.0,1.867661978889218
10.305,0.3200000000000003,1.5390724396169322
10.555,0.6799999999999997,1.4045078683603631
10.804,1.004016064257026,0.7354645674330792
11.054,1.3200000000000005,0.6648032128514052
11.304,1.3199999999999932,0.928803212851404
11.554,1.3200000000000005,1.128803212851404
11.804,2.341964986928713,1.4611962102371463
12.054,0.9616652224136992,1.452726041868481
12.304,1.0499523798725372,1.3987165178429886
12.554,2.0999047597450704,1.554697469792004
12.803,2.4273113632548595,1.7761597424429758
13.053,2.699036865253981,1.8475741181080296
13.304,1.6334661354581714,1.9819343007169237
13.554,1.1872657663724666,2.00939697801691
13.804,1.4848568954616406,1.886387405160224
14.054,0.734302390027433,1.5477856105147385
14.303,0.7545499689982316,1.1588882312635886
14.555,0.0,0.8321950041719545
14.805,0.0,0.5947418508974611
15.055,0.0,0.2977704718051329
15.304,0.0,0.1509099937996463
15.554,0.0,0.0
15.804,0.0,0.0
16.055,0.0,0.0
16.304,0.0,0.0
16.554,0.0,0.0
16.805,0.0,0.0
17.055,0.0,0.0
17.304,0.0,0.0
17.555,0.0,0.0
17.805,0.0,0.0
18.055,0.0,0.0
18.305,0.0,0.0
18.553,0.456197923346153,0.0912395846692306
18.803,1.718138527593162,0.434867290187863
19.054,0.9014907170505876,0.6151654335979806
19.304,0.6800000000000068,0.7511654335979819
19.554,0.734302390027433,0.8980259116034685
19.804,0.6799999999999926,0.9427863269342364
20.054,0.3200000000000074,0.6631586214156056
20.303,1.686746987951784,0.8202098755958447
20.554,0.9960159362549892,0.8834130628468413
20.805,0.6374501992031847,0.8640426246819916
21.053,1.731994483460848,1.0744415213741627
21.304,0.3187250996015898,1.074186541294479
21.555,1.3147410358565748,0.9997853508754376
21.803,0.6854838709677386,0.9376789378179872
22.053,0.6799999999999997,0.9461888979773504
22.303,0.734302390027433,0.7466504792906672
22.553,0.734302390027433,0.8297659373758359
22.803,1.397139935725838,0.8462457173496885
23.054,1.171748300386684,0.9434986032334776
23.303,1.40275093948376,1.0880487911302297
23.553,2.9772470505485513,1.5366377232344532
23.803,1.3599999999999994,1.6617772452289663
24.053,0.7155417527999334,1.5254576086437857
24.303,1.4848568954616406,1.5880793276587768
24.553,0.734302390027433,1.4543896177675115
24.803,0.4816637831516963,0.9552729642881406
25.055,0.7098628499999339,0.8252455342881275
25.305,0.3599999999999994,0.7541371837281406
