time,x,y
8.0,-0.016394119876189037,0.48899646079687065
8.25,-0.09128961018475475,0.6337545006388492
8.5,-0.18061762897927439,0.7576080902275492
8.75,-0.34116816915630427,0.7783011243666088
9.0,-0.5017187093333342,0.7989941585056686
9.25,-0.5746661381563098,0.6939016811461685
9.5,-0.6096223070866762,0.5342591999774096
9.75,-0.6335251982614338,0.4467626341020643
10.0,-0.6242503663218286,0.5758205830377259
10.25,-0.6149755343822233,0.7048785319733875
10.5,-0.6609136460792336,0.8554543838256305
10.75,-0.9377884350091602,1.0484944329411459
11.0,-1.0049473828986029,0.9995787228194859
11.25,-1.0721063307880456,0.9506630126978259
11.5,-1.1392652786774884,0.901747302576166
11.75,-1.2064242265669312,0.852831592454506
12.0,-1.2509772735178055,0.8238031498986463
12.25,-1.2635913568445103,0.8228726237715246
12.5,-1.2762054401712153,0.8219420976444028
12.75,-1.28881952349792,0.8210115715172811
13.0,-1.301433606824625,0.8200810453901594
13.25,-1.3140476901513298,0.8191505192630376
13.5,-1.3266617734780348,0.8182199931359158
13.75,-1.3392758568047396,0.817289467008794
14.0,-1.3518899401314446,0.8163589408816723
14.25,-1.3645040234581494,0.8154284147545505
14.5,-1.3771181067848544,0.8144978886274288
14.75,-1.3897321901115591,0.813567362500307
15.0,-1.4023462734382641,0.8126368363731853
15.25,-1.414960356764969,0.8117063102460635
15.5,-1.427574440091674,0.8107757841189418
15.75,-1.4401885234183787,0.8098452579918201
16.0,-1.4528026067450837,0.8089147318646982
16.25,-1.4654166900717884,0.8079842057375765
16.5,-1.4780307733984934,0.8070536796104547
16.75,-1.4906448567251982,0.806123153483333
17.0,-1.5032589400519032,0.8051926273562112
17.25,-1.515873023378608,0.8042621012290895
17.5,-1.5284871067053127,0.8033315751019677
17.75,-1.5411011900320177,0.802401048974846
18.0,-1.5537152733587227,0.8014705228477242
18.25,-1.5663293566854275,0.8005399967206025
18.5,-1.5789434400121323,0.7996094705934806
18.75,-1.5915575233388373,0.7986789444663589
19.0,-1.6041716066655423,0.7977484183392372
19.25,-1.616785689992247,0.7968178922121154
19.5,-1.6293997733189518,0.7958873660849937
19.75,-1.6420138566456568,0.7949568399578719
20.0,-1.5936315212499026,0.7954008968217533
20.25,-1.5290143555731275,0.7962108132235145
20.5,-1.4643971898963524,0.7970207296252756
20.75,-1.399780024219577,0.7978306460270367
21.0,-1.335162858542802,0.7986405624287978
21.25,-1.2705456928660268,0.799450478830559
21.5,-1.1549203198757145,0.8507611752852922
21.75,-1.0052852244465564,0.935743267050775
22.0,-0.9076158326108946,1.042146593831853
22.25,-0.9465953544206454,1.2048791587720487
22.5,-0.985574876230396,1.367611723712244
22.75,-1.1391934583396206,1.3741339206392722
23.0,-1.3076924727888377,1.3603796271104909
23.25,-1.4775071361431407,1.3081978613047838
23.5,-1.6485407341679843,1.2204134525154449
23.75,-1.8050923093325437,1.1193922448084208
24.0,-1.9430931057589782,1.0014153306857938
24.25,-2.082229901102414,0.8887100871412591
24.5,-2.225059746141607,0.7931426604847416
24.75,-2.3678895911808002,0.697575233828224
25.0,-2.6493773679270913,0.4850530184350249
25.25,-2.944969052611926,0.26063447981670784
