time,x,y
0.306,6.31,28.67
0.556,6.31,28.67
0.807,6.73,28.58
1.055,7.06,28.5
1.306,7.39,28.5
1.556,7.64,28.42
1.806,7.97,28.42
2.055,8.47,28.33
2.306,8.56,28.25
2.556,8.56,27.92
2.806,8.64,27.67
3.055,8.64,27.5
3.306,8.64,27.25
3.555,8.64,26.51
3.805,8.64,26.26
4.055,8.64,26.09
4.307,8.64,25.92
4.555,8.64,25.76
4.806,8.64,25.51
5.057,8.64,25.09
5.306,8.56,24.84
5.556,8.56,24.43
5.806,8.56,24.26
6.057,8.56,24.1
6.307,8.64,23.76
6.555,8.64,23.43
6.806,8.64,23.27
7.056,8.72,22.85
7.306,8.89,22.6
7.558,8.97,22.35
7.806,9.05,22.19
8.056,9.22,22.02
8.305,9.39,22.02
8.556,9.55,22.02
8.806,9.72,22.02
9.056,10.05,22.02
9.306,10.38,22.02
9.555,10.72,22.02
9.805,11.3,21.85
10.06,11.55,21.85
10.306,11.71,21.85
10.557,12.04,21.85
10.806,12.46,21.85
11.057,12.79,21.85
11.305,13.12,21.85
11.557,13.71,21.85
11.806,13.87,21.85
12.057,14.04,21.85
12.306,14.12,21.69
12.556,14.2,21.19
12.806,14.29,20.94
13.055,14.37,20.69
13.305,14.37,20.19
13.556,14.37,19.45
13.805,14.12,19.28
14.055,13.87,19.11
14.306,13.71,19.11
14.558,13.71,19.11
14.806,13.71,19.11
15.057,13.71,19.11
15.306,13.71,19.11
15.556,13.71,19.11
15.806,13.71,19.11
16.058,13.71,19.11
16.306,13.79,19.11
16.556,13.96,18.95
16.805,14.04,18.61
17.055,14.04,18.37
17.306,14.04,18.03
17.556,14.04,17.37
17.807,14.04,17.12
18.056,14.04,16.95
18.307,14.04,16.87
18.557,14.04,16.7
18.805,14.04,16.46
19.055,14.04,16.12
19.306,13.96,15.96
19.555,13.96,15.79
19.806,13.96,15.46
20.06,13.96,15.21
20.306,14.12,15.21
20.556,14.45,15.13
20.806,14.95,15.04
21.056,15.28,15.04
21.306,15.53,15.04
21.557,16.03,14.96
21.806,16.45,14.96
22.057,16.7,15.13
22.306,16.86,15.21
22.557,17.11,15.38
22.806,17.36,15.54
23.056,17.36,15.54
23.306,17.44,15.62
23.556,17.44,15.71
