time,x,y
0.282,6.31,28.67
0.533,6.31,28.67
0.782,6.56,28.67
1.032,6.89,28.58
1.282,7.39,28.58
1.532,7.81,28.58
1.782,8.31,28.5
2.032,8.56,28.5
2.282,8.64,28.5
2.531,8.97,28.5
2.782,9.3,28.5
3.032,9.55,28.5
3.283,9.88,28.42
3.531,10.05,28.42
3.782,10.22,28.42
4.032,10.47,28.42
4.281,10.72,28.42
4.532,10.88,28.42
4.782,11.05,28.42
5.035,11.21,28.42
5.282,11.46,28.42
5.533,11.63,28.42
5.783,11.8,28.42
6.034,11.96,28.42
6.282,12.29,28.42
6.532,12.46,28.42
6.782,12.54,28.42
7.034,12.54,28.42
7.282,12.71,28.42
7.534,12.71,28.42
7.781,12.88,28.42
8.031,13.46,28.33
8.282,13.87,28.33
8.533,14.04,28.33
8.781,14.45,28.33
9.031,14.7,28.25
9.281,15.04,28.25
9.531,15.37,28.25
9.782,15.7,28.25
10.032,15.95,28.25
10.281,16.28,28.25
10.532,17.36,28.08
10.784,17.53,28.08
11.032,18.03,28.08
11.281,18.52,28.08
11.534,19.02,28.08
11.785,19.27,28
12.031,19.44,27.92
12.284,19.69,27.67
12.536,19.77,27.5
12.781,19.94,27.17
13.032,19.94,26.92
13.281,20.02,26.59
13.531,20.1,26.17
13.781,20.19,25.59
14.032,20.27,25.18
14.283,20.27,25.01
14.533,20.35,24.76
14.782,20.35,24.51
15.032,20.43,24.1
15.281,20.52,23.52
15.531,20.52,22.93
15.781,20.6,22.52
16.032,20.6,22.35
16.282,20.6,22.19
16.531,20.6,21.77
16.781,20.6,21.27
17.031,20.6,20.94
17.281,20.52,20.28
17.531,20.43,19.94
17.782,20.35,19.45
18.033,20.35,19.11
18.281,20.19,18.86
18.533,20.19,18.78
18.781,19.94,18.78
19.037,19.85,18.78
19.283,19.85,18.78
19.532,19.52,18.7
19.781,18.94,18.61
20.032,18.77,18.53
20.281,18.52,18.53
20.531,17.86,18.45
20.782,17.28,18.37
21.031,16.7,18.28
21.281,16.03,18.28
21.531,15.78,18.28
21.782,15.37,18.28
22.032,14.95,18.28
22.281,14.7,18.28
22.532,14.54,18.28
22.782,14.2,18.28
23.032,13.96,18.37
23.283,13.79,18.45
23.532,13.62,18.45
23.781,13.46,18.53
24.032,13.21,18.7
24.284,13.12,18.78
24.536,13.12,18.78
24.782,13.12,18.78
25.036,13.12,18.78
25.282,13.12,18.78
25.536,13.12,18.61
25.783,13.12,18.61
26.037,13.12,18.61
26.284,13.12,18.61
26.535,13.12,18.61
26.784,13.12,18.53
27.032,13.12,18.37
27.284,13.12,18.2
27.532,13.21,18.03
27.782,13.21,17.78
28.034,13.21,17.45
28.281,13.29,17.12
28.532,13.29,16.79
28.782,13.37,16.37
29.031,13.46,16.04
29.282,13.54,15.79
29.532,13.71,15.62
29.782,13.96,15.38
30.032,14.37,15.21
30.283,14.62,15.04
30.532,14.87,15.04
30.784,15.12,15.04
31.032,15.37,14.96
31.282,15.7,14.96
31.532,16.03,14.96
31.782,16.7,15.04
32.032,16.95,15.21
32.285,17.28,15.46
32.532,17.36,15.54
32.782,17.44,15.62
