time,x,y
0.306,6.65,28.67
0.556,6.65,28.67
0.804,6.65,28.58
1.054,6.65,28.42
1.305,6.81,28.25
1.555,6.98,28.25
1.803,7.39,28.25
2.054,7.56,28.25
2.304,7.73,28.25
2.556,7.89,28.25
2.804,8.06,28.25
3.053,8.14,28.25
3.304,8.31,28.25
3.555,8.39,28.25
3.804,8.47,28.08
4.054,8.64,27.92
4.304,8.72,27.67
4.554,8.81,27.34
4.803,8.89,26.84
5.055,8.89,26.67
5.303,8.89,26.51
5.554,8.89,26.34
5.803,8.81,26.17
6.056,8.81,26.09
6.303,8.81,25.92
6.553,8.72,25.59
6.807,8.72,25.51
7.053,8.72,25.26
7.307,8.72,25.18
7.554,8.72,25.01
7.802,8.72,24.68
8.054,8.72,24.18
8.304,8.72,23.85
8.554,8.72,23.43
8.804,8.72,23.18
9.052,8.72,22.69
9.302,8.72,22.35
9.554,8.72,21.94
9.805,8.72,21.85
10.054,8.72,21.52
10.304,8.72,21.27
10.554,8.72,21.11
10.804,8.72,20.86
11.053,8.72,20.69
11.305,8.72,20.44
11.552,8.81,20.36
11.804,8.89,20.28
12.056,9.14,20.11
12.305,9.3,20.03
12.555,9.39,20.03
12.803,9.47,20.03
13.053,9.55,20.03
13.308,9.55,20.03
13.554,9.55,20.03
13.807,9.55,20.03
14.055,9.55,20.03
14.307,9.55,20.03
14.554,9.55,20.03
14.805,9.55,19.94
15.054,9.55,19.94
15.307,9.55,19.94
15.556,9.55,19.94
15.806,9.55,19.94
16.054,9.55,19.94
16.306,9.55,19.94
16.554,9.55,19.94
16.807,9.55,19.94
17.054,9.55,19.94
17.307,9.55,19.94
17.555,9.55,19.94
17.805,9.55,19.94
18.054,9.55,19.94
18.307,9.55,19.94
18.556,9.55,19.94
18.807,9.55,19.94
19.052,9.55,20.03
19.304,9.47,20.11
19.554,9.47,20.19
19.806,9.47,20.36
20.052,9.47,20.53
20.305,9.47,20.61
20.554,9.55,20.77
20.804,9.64,20.86
21.055,9.72,21.02
21.303,9.88,21.19
21.553,10.05,21.44
21.802,10.22,21.52
22.054,10.38,21.61
22.303,10.8,21.69
22.553,11.71,21.85
22.804,11.71,21.85
23.052,11.8,21.85
23.303,12.04,21.85
23.555,12.46,21.85
23.803,12.63,21.85
24.054,12.79,21.85
24.305,13.12,21.85
24.555,13.37,21.85
24.805,13.62,21.77
25.053,13.79,21.69
25.305,13.96,21.44
25.555,14.04,21.27
25.803,14.04,21.02
26.053,14.04,20.61
26.304,14.04,20.53
26.555,14.04,20.11
26.803,14.12,19.86
27.054,14.12,19.69
27.304,14.12,19.53
27.555,14.12,19.11
27.804,14.12,18.95
28.054,14.12,18.78
28.307,14.12,18.61
28.553,14.12,18.28
28.807,14.12,18.2
29.054,14.12,18.03
29.305,14.12,17.53
29.553,14.12,17.37
29.805,14.2,16.79
30.054,14.2,16.62
30.303,14.2,16.37
30.554,14.2,16.12
30.804,14.29,16.04
31.052,14.29,15.87
31.302,14.37,15.79
31.553,14.54,15.71
31.804,14.62,15.62
32.054,14.7,15.54
32.304,14.95,15.46
32.554,15.04,15.46
32.803,15.2,15.46
33.055,15.37,15.38
33.305,15.62,15.38
33.554,15.87,15.29
33.802,16.03,15.29
34.054,16.28,15.21
34.304,16.45,15.21
34.555,16.7,15.21
34.804,16.95,15.29
35.053,17.19,15.38
35.304,17.28,15.46
35.555,17.28,15.54
35.808,17.28,15.54
36.054,17.28,15.54
