time,x,y
0.27,6.48,28.58
0.52,6.48,28.58
0.77,6.65,28.5
1.02,7.56,28.33
1.27,7.73,28.33
1.521,7.81,28.25
1.769,7.97,28.17
2.019,8.06,28.08
2.268,8.14,27.92
2.519,8.31,27.75
2.769,8.39,27.59
3.02,8.47,27.34
3.272,8.56,27.09
3.519,8.56,26.92
3.772,8.56,26.84
4.021,8.56,26.67
4.27,8.56,26.59
4.521,8.56,26.42
4.769,8.64,26.34
5.02,8.64,26.17
5.269,8.64,26.09
5.518,8.64,25.92
5.771,8.64,25.76
6.019,8.72,25.59
6.269,8.72,25.34
6.52,8.72,25.18
6.77,8.72,24.93
7.019,8.72,24.84
7.27,8.81,24.68
7.52,8.81,24.6
7.768,8.89,24.43
8.02,8.89,24.1
8.27,8.97,23.76
8.52,8.97,23.68
8.769,8.97,23.02
9.02,9.05,22.52
9.271,9.22,22.02
9.52,9.3,21.77
9.771,9.64,21.27
10.02,9.97,20.77
10.27,10.22,20.44
10.522,10.3,20.36
10.771,10.3,20.36
11.021,10.3,20.36
11.269,10.3,20.36
11.521,10.3,20.36
11.769,10.3,20.36
12.02,10.3,20.36
12.271,10.3,20.36
12.521,10.3,20.36
12.773,10.3,20.36
13.02,10.3,20.36
13.273,10.3,20.36
13.52,10.22,20.36
13.769,9.88,20.03
14.021,9.72,19.61
14.269,9.55,19.28
14.52,9.55,18.95
14.769,9.47,18.61
15.02,9.47,18.45
15.269,9.47,18.28
15.52,9.39,17.95
15.769,9.3,17.62
16.02,9.22,17.29
16.27,9.22,17.12
16.518,9.14,17.04
16.77,9.14,16.87
17.021,8.97,16.62
17.269,8.89,16.46
17.521,8.72,16.21
17.77,8.56,16.04
18.02,8.39,15.71
18.27,8.31,15.54
18.519,8.14,15.29
18.768,7.89,15.13
19.02,7.64,14.96
19.269,7.39,14.79
19.521,7.23,14.63
19.771,7.06,14.54
20.019,6.89,14.46
20.269,6.65,14.3
20.519,6.4,14.21
20.771,6.31,14.13
21.02,6.15,14.13
21.269,6.06,14.05
21.52,5.81,13.96
