time,x,y
0.28,6.53,28.61
0.529,6.53,28.61
0.779,6.53,28.61
1.029,6.53,28.61
1.279,6.62,28.61
1.529,6.71,28.61
1.779,6.98,28.61
2.029,7.25,28.61
2.279,7.52,28.52
2.53,7.79,28.43
2.779,8.06,28.43
3.029,8.23,28.43
3.28,8.32,28.34
3.53,8.59,28.34
3.779,9.04,27.71
4.029,9.13,27.45
4.279,9.04,27.18
4.529,8.95,26.82
4.779,8.86,26.37
5.029,8.77,25.83
5.279,8.77,25.21
5.53,8.68,24.67
5.779,8.68,23.78
6.029,8.68,22.88
6.279,8.68,22.52
6.528,8.77,22.16
6.779,8.86,21.9
7.03,9.13,21.45
7.28,9.4,21.09
7.529,9.49,20.91
7.78,9.67,20.82
8.03,9.85,20.73
8.279,10.02,20.73
8.53,10.29,20.64
8.779,10.56,20.55
9.029,10.83,20.46
9.279,10.92,20.37
9.53,11.1,20.37
9.779,11.1,20.37
10.029,11.1,20.37
10.278,11.1,20.37
10.53,11.1,20.37
10.779,11.01,20.37
11.03,10.92,20.46
11.28,10.92,20.46
11.528,10.92,20.37
11.78,10.92,20.37
12.029,10.92,20.37
12.279,10.92,20.46
12.529,10.92,21
12.78,10.92,21.09
13.029,10.92,21.18
13.279,11.28,21.54
13.529,11.28,21.54
13.78,11.19,21.45
14.029,11.1,21.18
14.279,11.1,21
14.529,11.01,20.82
14.779,10.83,20.82
15.029,11.19,21.27
15.279,11.28,21.45
15.529,11.28,21.54
15.779,11.37,21.72
16.029,11.46,21.99
16.279,11.55,22.07
16.529,11.81,22.16
16.778,12.08,22.16
17.03,12.35,22.16
17.279,12.62,22.16
17.529,12.8,22.16
17.779,13.07,22.16
18.03,13.16,22.16
18.279,13.16,22.16
18.529,13.16,22.16
18.78,13.16,22.16
19.029,13.16,22.16
19.28,13.16,22.16
19.529,13.16,22.16
19.78,13.16,22.16
20.029,13.16,22.16
20.28,13.16,22.16
20.53,13.16,22.16
20.779,13.16,22.16
21.029,13.16,22.16
21.279,13.16,22.16
21.529,13.16,22.16
21.78,13.16,22.16
22.028,13.25,22.25
22.279,13.25,22.25
22.529,13.25,22.25
22.78,13.25,22.25
23.029,13.25,22.25
23.278,13.25,22.25
23.529,12.62,22.25
23.779,11.81,22.16
24.029,11.55,22.16
24.279,11.19,22.07
24.529,10.83,22.07
24.779,10.29,22.07
25.029,9.76,22.07
25.279,9.4,22.16
25.529,9.13,22.43
25.779,9.13,22.7
26.029,9.13,22.97
26.279,9.13,23.42
26.529,9.13,23.87
26.779,9.13,24.4
27.029,9.13,24.67
27.279,9.13,25.03
27.529,9.13,25.48
27.779,9.13,26.19
28.029,9.04,26.64
28.279,9.04,26.64
28.529,8.86,27.09
28.779,8.68,27.45
29.03,8.68,27.45
29.28,8.68,27.45
29.53,8.68,27.45
29.779,7.88,28.34
30.03,7.34,28.97
30.279,7.34,28.97
30.53,7.07,28.88
30.779,6.89,28.7
31.03,6.62,28.7
31.279,6.53,28.7
31.529,6.53,28.7
