time,x,y
0.252,6.29,28.59
0.503,6.48,28.46
0.753,7.04,28.34
1.003,7.36,28.28
1.253,7.61,28.28
1.503,7.61,28.28
1.753,7.67,28.28
2.003,7.92,28.28
2.253,8.24,28.21
2.503,8.8,27.84
2.753,8.8,27.71
3.004,8.87,27.33
3.253,8.93,27.08
3.503,8.99,26.83
3.753,8.99,26.58
4.002,9.06,26.33
4.252,9.06,25.7
4.503,9.12,25.26
4.753,9.12,25.07
5.003,9.12,24.88
5.253,9.18,24.63
5.503,9.18,24.38
5.752,9.18,23.87
6.004,9.18,23.43
6.252,9.12,22.87
6.503,8.99,22.43
6.752,8.99,22.05
7.003,8.99,21.92
7.253,8.99,21.92
7.503,8.99,21.23
7.752,8.99,20.86
8.002,9.12,20.6
8.253,9.43,20.54
8.503,9.68,20.48
8.753,9.94,20.48
9.003,10.19,20.42
9.253,10.44,20.35
9.503,10.5,20.35
9.753,10.63,20.35
10.003,10.75,20.29
10.253,11.01,20.29
10.503,11.07,20.29
10.753,11.07,20.23
11.004,10.94,20.16
11.253,10.94,20.16
11.504,10.94,20.16
11.754,10.94,20.16
12.003,10.94,20.16
12.253,10.94,20.16
12.503,10.94,20.16
12.752,10.94,20.1
13.003,10.94,19.6
13.252,11.01,19.47
13.502,11.13,19.28
13.752,11.32,19.22
14.002,11.57,19.09
14.253,12.14,18.84
14.504,12.39,18.78
14.753,12.51,18.72
15.003,12.64,18.72
15.252,12.7,18.72
15.503,12.7,18.72
15.753,12.7,18.72
16.002,12.7,18.72
16.254,12.7,18.72
16.504,12.7,18.72
16.753,12.7,18.72
17.004,12.7,18.72
17.253,12.7,18.72
17.503,12.7,18.72
17.754,12.7,18.72
18.004,12.7,18.72
18.253,12.7,18.72
18.503,12.7,18.72
18.753,12.7,18.72
19.004,12.7,18.72
19.253,12.7,18.72
19.503,12.7,18.72
19.754,12.7,18.72
20.003,12.7,18.72
20.253,12.7,18.72
20.503,12.7,18.72
20.754,12.7,18.72
21.003,12.7,18.72
21.253,12.7,18.72
21.503,12.7,18.72
21.753,12.7,18.72
22.002,12.7,18.53
22.253,12.7,18.09
22.504,12.83,17.59
22.753,12.83,17.33
23.003,12.89,17.21
23.253,12.89,16.96
23.503,12.89,16.71
23.753,12.89,16.39
24.002,12.89,16.08
24.254,12.89,15.95
24.502,12.95,15.51
24.752,13.08,15.38
25.003,13.39,15.26
25.253,13.65,15.26
25.502,14.15,15.2
25.752,14.59,15.2
26.002,15.09,15.2
26.253,15.47,15.2
26.503,15.85,15.2
26.753,16.29,15.32
27.002,16.54,15.32
27.253,16.66,15.38
27.503,16.73,15.45
27.752,16.79,15.45
28.003,16.85,15.51
28.253,16.85,15.51
28.503,16.85,15.51
28.753,16.85,15.51
29.003,16.85,15.51
29.253,16.85,15.51
29.503,16.85,15.51
29.753,16.79,15.45
30.003,16.6,15.26
30.253,16.41,15.13
30.502,16.16,14.94
30.753,15.97,14.88
31.002,15.78,14.82
31.252,15.47,14.82
31.502,15.22,14.76
31.753,14.72,14.76
32.002,14.28,14.76
32.253,13.84,14.76
32.503,13.58,14.76
32.753,13.21,14.82
33.002,12.7,14.82
33.253,12.51,14.82
33.502,12.26,14.82
33.752,11.89,14.82
34.002,11.51,14.82
34.252,11.01,14.82
34.503,10.63,14.94
34.753,10.31,15.07
35.002,10.12,15.2
35.252,9.75,15.38
35.502,9.5,15.64
35.753,9.37,16.01
36.003,9.31,16.39
36.252,9.24,16.89
36.502,9.24,17.59
36.752,9.24,18.59
37.002,9.18,19.09
37.253,9.12,19.66
37.502,9.12,20.73
37.752,9.12,21.55
38.004,9.12,21.8
38.253,9.12,21.8
38.502,9.12,21.99
38.754,9.12,21.99
39.002,9.06,22.55
39.252,9.06,22.87
39.503,9.06,22.99
39.752,9.06,23.56
40.002,9.06,23.75
40.253,8.99,23.94
40.502,8.99,24.19
40.753,8.93,24.44
41.003,8.93,24.75
41.253,8.87,25.13
41.502,8.87,25.51
41.752,8.8,26.26
42.004,8.74,26.52
42.253,8.74,26.83
42.503,8.62,27.27
42.752,8.49,27.58
43.003,8.43,27.65
43.252,8.24,27.9
43.503,7.99,28.02
43.752,7.67,28.15
44.002,7.29,28.28
44.253,7.04,28.4
44.502,6.92,28.46
44.753,6.79,28.59
45.002,6.73,28.72
45.254,6.67,28.91
45.504,6.67,28.97
45.753,6.67,28.97
46.004,6.67,28.97
