time,x,y
0.273,6.73,28.58
0.52,6.73,28.58
0.769,6.98,28.58
1.02,7.14,28.58
1.269,7.48,28.58
1.52,7.89,28.58
1.772,8.39,28.58
2.02,8.47,28.58
2.27,8.56,28.58
2.52,9.05,28.58
2.77,9.3,28.58
3.02,9.55,28.58
3.271,9.8,28.58
3.519,9.97,28.67
3.769,10.22,28.67
4.019,10.63,28.67
4.269,11.21,28.75
4.521,11.46,28.75
4.769,11.8,28.75
5.019,12.21,28.75
5.27,12.21,28.75
5.52,12.79,28.75
5.771,13.54,28.67
6.021,13.71,28.67
6.27,14.2,28.67
6.52,14.54,28.67
6.77,15.04,28.67
7.02,15.45,28.67
7.269,16.2,28.58
7.521,16.7,28.5
7.77,16.95,28.5
8.021,17.53,28.5
8.269,18.11,28.5
8.519,18.69,28.5
8.769,19.19,28.33
9.02,19.85,28.08
9.27,20.19,27.67
9.52,20.43,27.17
9.769,20.43,26.92
10.02,20.43,26.67
10.269,20.52,26.26
10.52,20.52,25.76
10.769,20.52,25.26
11.022,20.52,25.01
11.269,20.52,24.84
11.519,20.52,24.43
11.77,20.6,23.93
12.019,20.6,23.68
12.269,20.6,23.35
12.521,20.6,23.18
12.769,20.6,22.19
13.021,20.6,21.61
13.27,20.52,21.11
13.519,20.35,20.53
13.769,20.35,20.03
14.021,20.27,19.86
14.269,20.19,19.61
14.521,20.19,19.36
14.773,20.1,19.11
15.021,19.94,18.95
15.273,19.85,18.95
15.52,19.52,18.95
15.769,19.11,18.95
16.019,18.52,18.95
16.269,18.11,18.86
16.52,17.61,18.86
16.77,17.36,18.78
17.021,16.95,18.78
17.27,16.7,18.78
17.52,16.36,18.78
17.769,15.87,18.78
18.019,15.53,18.7
18.269,15.04,18.53
18.522,14.7,18.28
18.769,14.37,18.2
19.02,13.62,18.03
19.269,13.21,17.87
19.52,12.71,17.78
19.769,11.71,17.78
20.02,11.05,17.78
20.269,10.55,17.95
20.52,10.22,18.2
20.769,10.05,18.61
21.02,10.05,18.86
21.269,10.05,19.11
21.52,10.05,19.45
21.769,10.22,19.61
22.02,10.47,19.86
22.27,10.55,19.94
22.523,10.55,19.94
22.773,10.55,19.94
23.022,10.55,19.94
23.27,10.55,19.94
23.521,10.55,19.94
23.773,10.55,19.94
24.023,10.55,19.94
24.273,10.55,19.94
24.521,10.55,19.94
24.771,10.55,19.94
25.024,10.55,19.94
25.273,10.55,19.94
25.52,9.97,20.11
25.77,9.05,20.94
26.019,8.72,21.52
26.27,8.64,22.19
26.52,8.56,22.85
26.769,8.56,23.52
27.021,8.64,24.1
27.27,8.89,24.93
27.521,9.05,25.68
27.77,9.05,26.17
28.02,8.72,27.25
28.269,8.31,27.59
28.52,7.31,28
28.773,6.98,28.08
29.024,6.98,28.08
