time,x,y
0.283,6.48,28.5
0.535,6.48,28.5
0.783,6.73,28.5
1.032,6.81,28.5
1.283,7.06,28.5
1.533,7.31,28.58
1.783,7.48,28.58
2.032,7.56,28.58
2.282,7.81,28.5
2.532,7.81,28.42
2.783,7.81,28.42
3.032,7.89,28.42
3.283,7.97,28.33
3.533,8.06,28.17
3.783,8.14,28.17
4.032,8.22,28
4.282,8.22,27.92
4.533,8.39,27.75
4.781,8.47,27.59
5.032,8.56,27.5
5.284,8.64,27.34
5.532,8.72,27.25
5.783,8.72,27.09
6.033,8.81,26.92
6.282,8.89,26.59
6.533,8.89,26.42
6.782,8.97,26.17
7.033,8.97,25.68
7.283,8.97,25.51
7.535,8.97,25.34
7.784,8.97,25.01
8.031,8.97,24.84
8.283,8.97,24.43
8.534,8.97,24.18
8.782,8.97,24.1
9.034,8.97,23.93
9.284,8.97,23.76
9.534,8.97,23.68
9.782,8.97,23.43
10.034,8.97,23.27
10.282,9.05,22.93
10.534,9.05,22.69
10.783,9.05,22.52
11.034,9.05,22.27
11.281,9.14,22.02
11.532,9.22,21.69
11.783,9.39,21.36
12.033,9.47,21.19
12.282,9.64,21.02
12.532,9.8,20.86
12.783,9.97,20.77
13.032,9.97,20.77
13.283,9.97,20.77
13.536,9.97,20.77
13.782,9.97,20.77
14.034,9.97,20.77
14.282,9.97,20.77
14.534,9.97,20.77
14.782,9.97,20.77
15.036,9.97,20.77
15.282,9.97,20.77
15.534,9.97,20.77
15.783,9.97,20.77
16.034,9.97,20.77
16.283,9.97,20.77
16.532,9.72,20.77
16.783,9.39,20.36
17.033,9.3,19.94
17.282,9.22,19.61
17.532,9.14,19.2
17.784,9.14,18.86
18.034,9.14,18.61
18.284,9.14,18.28
18.534,9.14,18.12
18.782,9.14,18.03
19.034,9.14,17.95
19.284,9.14,17.78
19.533,9.14,17.53
19.783,9.14,17.12
20.034,9.14,16.95
20.283,9.14,16.54
20.534,9.14,16.46
20.783,9.22,16.21
21.032,9.3,16.04
21.282,9.39,15.87
21.533,9.47,15.71
21.783,9.72,15.54
22.032,9.97,15.46
22.284,10.13,15.46
22.531,10.47,15.38
22.783,11.13,15.21
23.034,11.21,15.21
23.283,11.46,15.21
23.532,11.63,15.21
23.782,11.96,15.13
24.033,12.21,15.13
24.282,12.63,15.13
24.533,12.88,15.04
24.782,13.62,15.04
25.033,13.96,15.04
25.282,14.62,15.04
25.533,14.95,15.04
25.782,15.2,15.04
26.033,15.45,15.04
26.284,15.7,15.13
26.533,16.03,15.21
26.783,16.2,15.29
27.032,16.45,15.46
27.282,16.53,15.54
27.535,16.61,15.54
27.783,16.61,15.54
