time,speed,low_speed
8.5,0.65732132993156,
8.75,0.638838120791411,
9.0,0.5580992922906116,
9.25,0.5580992922906112,
9.5,0.6383041278663375,0.6101324326341062
9.75,0.8336647306949995,0.6454011127867941
10.0,0.7603336887212124,0.6697002263727544
10.25,0.6508194643596998,0.6882442607865721
10.5,0.6508194643596998,0.7067882952003898
10.75,0.6500453322581604,0.7091365360787544
11.0,0.6552121710509342,0.6734460241499414
11.25,0.27867711073184576,0.5771147085520679
11.5,0.6485077051389186,0.5766523567079117
11.75,0.6375397224910757,0.5739964083341869
12.0,0.18025450024737186,0.4800382419320293
12.25,0.18025450024737255,0.3850467077713169
12.5,0.18025450024737186,0.36536218567442214
12.75,0.1802545002473723,0.27171154469611286
13.0,0.1802545002473722,0.18025450024737216
13.25,0.18025450024737147,0.18025450024737205
13.5,0.1802545002473721,0.18025450024737197
13.75,0.1802545002473723,0.18025450024737205
14.0,0.24224342476397398,0.1926522851506924
14.25,0.614091499295645,0.27941968496034697
14.5,0.6140914992956447,0.3661870847700016
14.75,0.6121962202253103,0.4525754287655893
15.0,0.612176555942753,0.5389598399046654
15.25,0.6121765559427524,0.612946466140421
15.5,0.6145838447421245,0.6130449352297169
15.75,0.6178472404208274,0.6137960834547534
16.0,0.5474693435793404,0.6008507081255596
16.25,0.4081496505999212,0.5600453270569933
16.5,0.4081496505999212,0.5192399459884269
16.75,0.4081496505999204,0.4779531071599862
17.0,0.35764464040837474,0.4259125871574955
17.25,0.3134238486259348,0.37910348816681444
17.5,0.313423848625933,0.36015832777201684
17.75,0.3134238486259357,0.34121316737721974
18.0,0.3134238486259339,0.3222680069824224
18.25,0.22968800891969515,0.2966766806846865
18.5,0.04432816649211565,0.24285754425792266
18.75,0.04432816649211589,0.18903840783115927
19.0,0.0443281664921176,0.13521927140439566
19.25,0.04432816649211613,0.08140013497763209
19.5,0.044328166492115406,0.044328166492116135
19.75,0.04432816649211589,0.04432816649211618
20.0,0.04432816649211784,0.04432816649211657
20.25,0.04432816649211712,0.044328166492116475
20.5,0.04432816649211418,0.044328166492116086
20.75,0.04432816649211613,0.04432816649211623
21.0,0.04432816649211565,0.04432816649211618
21.25,0.04432816649211908,0.044328166492116426
21.5,0.044328166492114414,0.04432816649211589
21.75,0.04432816649211565,0.04432816649211618
22.0,0.04432816649211589,0.04432816649211614
22.25,0.04432816649211736,0.044328166492116475
22.5,0.04432816649211589,0.044328166492115836
22.75,0.04432816649211613,0.04432816649211618
23.0,0.04432816649211565,0.04432816649211618
23.25,0.04432816649211565,0.044328166492116135
23.5,0.0443281664921176,0.04432816649211618
23.75,0.04432816649211589,0.04432816649211618
24.0,0.04432816649211565,0.044328166492116086
24.25,0.04432816649211589,0.04432816649211614
24.5,0.0443281664921176,0.04432816649211653
24.75,0.04432816649211565,0.04432816649211614
25.0,0.04432816649211589,0.044328166492116135
25.25,0.04432816649211589,0.04432816649211618
25.5,0.04432816649211589,0.04432816649211618
25.75,0.04432816649211736,0.04432816649211614
26.0,0.04432816649211589,0.04432816649211619
26.25,0.04432816649211589,0.04432816649211618
26.5,0.04432816649211565,0.044328166492116135
26.75,0.04432816649211736,0.04432816649211643
27.0,0.04432816649211613,0.04432816649211618
27.25,0.08616737605200725,0.052696008404094455
27.5,0.23967747321461932,0.09176586974859514
27.75,0.23967747321461796,0.1308357310930956
28.0,0.23967747321461932,0.169905592437596
28.25,0.2396774732146197,0.20897545378209675
28.5,0.23967747321461932,0.23967747321461913
28.75,0.2396774732146196,0.23967747321461919
29.0,0.6093055191949928,0.3136030824106942
29.25,0.9280006302980313,0.4512677138273765
29.5,0.9280006302980313,0.5889323452440589
