time,x,y
0.278,6.48,28.67
0.532,6.48,28.58
0.778,6.56,28.58
1.028,6.98,28.58
1.278,7.14,28.58
1.532,7.31,28.58
1.779,7.48,28.58
2.028,7.73,28.5
2.279,7.89,28.42
2.528,8.14,28.17
2.778,8.14,28
3.028,8.22,27.75
3.277,8.31,27.17
3.533,8.31,27
3.778,8.39,26.67
4.028,8.47,26.17
4.279,8.47,25.92
4.529,8.47,25.76
4.78,8.56,25.59
5.027,8.56,25.34
5.279,8.56,25.01
5.529,8.56,24.93
5.779,8.56,24.76
6.028,8.56,24.51
6.279,8.56,24.35
6.527,8.56,24.1
6.78,8.56,23.76
7.029,8.56,23.52
7.279,8.56,23.27
7.53,8.64,23.1
7.778,8.64,23.02
8.028,8.64,22.85
8.279,8.64,22.69
8.528,8.64,22.35
8.78,8.64,22.02
9.028,8.64,21.77
9.279,8.64,21.27
9.528,8.64,20.94
9.777,8.64,20.36
10.028,8.64,20.03
10.278,8.64,19.69
10.527,8.72,19.45
10.778,8.72,19.28
11.027,8.72,18.78
11.279,8.81,18.53
11.529,8.81,18.37
11.777,8.81,17.95
12.03,8.81,17.7
12.277,8.81,17.29
12.528,8.89,16.95
12.779,8.89,16.54
13.029,8.81,16.21
13.28,8.72,15.87
13.529,8.64,15.46
13.779,8.56,15.21
14.032,8.47,15.13
14.279,8.22,14.96
14.53,7.81,14.71
14.78,7.23,14.54
15.028,6.65,14.46
15.279,6.15,14.38
15.529,5.65,14.21
15.779,5.32,14.05
16.032,5.32,14.05
