time,x,y
0.281,6.73,28.67
0.53,6.98,28.67
0.78,7.14,28.67
1.03,7.39,28.67
1.28,7.64,28.67
1.528,7.89,28.67
1.779,8.06,28.67
2.03,8.47,28.67
2.28,8.64,28.67
2.53,8.89,28.67
2.78,9.3,28.58
3.029,9.64,28.58
3.279,9.8,28.58
3.531,10.05,28.58
3.78,10.22,28.5
4.029,10.63,28.5
4.28,10.96,28.5
4.529,11.13,28.5
4.779,11.38,28.42
5.029,11.55,28.42
5.28,11.8,28.42
5.53,12.13,28.42
5.781,12.38,28.42
6.03,12.63,28.42
6.281,13.04,28.33
6.53,13.29,28.33
6.781,13.62,28.33
7.029,14.12,28.25
7.28,14.62,28.25
7.53,15.2,28.25
7.78,15.37,28.25
8.029,15.95,28.25
8.279,16.2,28.25
8.529,16.61,28.25
8.781,17.11,28.25
9.029,17.28,28.25
9.281,17.78,28.25
9.533,17.78,28.25
9.779,18.19,28.25
10.03,18.77,28.17
10.28,19.19,28.17
10.529,19.6,28
10.78,19.85,27.84
11.03,20.27,27.25
11.281,20.27,27.25
11.533,20.27,27.25
11.778,20.27,27.25
12.028,20.35,26.84
12.282,20.43,26.42
12.53,20.43,25.76
12.779,20.6,24.6
13.03,20.6,24.35
13.282,20.52,23.85
13.529,20.43,23.18
13.779,20.43,22.77
14.03,20.43,22.19
14.281,20.43,21.77
14.534,20.43,21.52
14.779,20.43,21.36
15.033,20.52,21.19
15.28,20.6,21.11
15.53,20.68,20.53
15.78,20.68,20.28
16.031,20.68,19.53
16.279,20.68,19.03
16.531,20.68,18.61
16.781,20.6,18.37
17.033,20.52,18.03
17.281,20.52,17.7
17.531,20.52,17.53
17.781,20.52,17.29
18.033,20.52,17.04
18.279,20.43,16.62
18.531,20.35,15.96
18.779,20.27,15.71
19.031,20.19,15.62
19.281,19.94,15.21
19.531,19.6,14.96
19.779,19.11,14.79
20.03,18.61,14.88
20.281,18.19,14.88
20.53,17.86,15.04
20.779,17.44,15.54
21.03,17.36,15.71
