time,x,y
0.264,6.48,28.67
0.513,6.73,28.67
0.768,6.89,28.67
1.013,7.06,28.67
1.264,7.56,28.5
1.513,7.89,28.33
1.764,8.14,28.17
2.013,8.39,27.75
2.264,8.47,27.42
2.514,8.64,26.76
2.764,8.72,26.26
3.013,8.72,25.92
3.263,8.81,25.68
3.515,8.81,25.34
3.763,8.81,24.76
4.014,8.81,24.26
4.264,8.81,23.93
4.516,8.89,23.6
4.765,8.89,23.27
5.014,8.97,22.85
5.264,9.05,22.52
5.513,9.22,22.27
5.764,9.39,22.02
6.015,9.55,21.94
6.266,9.88,21.94
6.514,10.22,21.94
6.765,10.63,21.94
7.016,10.88,21.94
7.263,11.38,21.85
7.516,11.63,21.85
7.764,11.96,21.85
8.014,12.21,21.85
8.264,12.54,21.85
8.514,12.96,21.85
8.766,13.04,21.77
9.013,13.04,21.19
9.264,13.21,20.53
9.514,13.37,20.19
9.768,13.37,20.19
10.015,13.37,20.19
10.268,13.37,20.19
10.514,13.37,20.19
10.763,13.12,20.19
11.013,13.04,20.19
11.263,13.04,20.19
11.516,13.04,20.19
11.766,13.71,19.45
12.014,13.71,19.2
12.263,13.96,18.53
12.514,14.04,17.62
12.764,14.12,16.95
13.015,14.12,16.54
13.265,14.12,16.21
13.515,14.2,15.87
13.766,14.2,15.54
14.014,14.12,15.29
14.266,12.46,14.88
14.515,12.21,14.88
14.766,11.71,14.79
15.014,10.63,14.79
15.264,10.22,14.79
15.513,9.55,14.79
15.765,8.89,14.79
16.015,8.31,14.71
16.264,7.81,14.54
16.516,7.48,14.3
16.764,7.14,14.13
17.016,6.98,14.05
