time,x,y
0.254,6.91,28.7
0.503,6.91,28.62
0.754,6.99,28.55
1.003,6.99,28.55
1.253,6.99,28.55
1.503,7.07,28.55
1.754,7.23,28.47
2.003,7.39,28.39
2.254,7.47,28.39
2.503,7.71,28.39
2.753,7.87,28.39
3.002,8.34,28.31
3.254,8.34,28.31
3.503,8.42,28.31
3.753,8.5,28.31
4.003,8.74,28.31
4.252,9.06,28.31
4.503,9.53,28.31
4.753,9.53,28.31
5.003,9.77,28.31
5.253,9.85,28.31
5.502,9.93,28.31
5.752,10.17,28.31
6.003,10.33,28.31
6.253,10.57,28.31
6.503,10.73,28.31
6.754,10.73,28.31
7.002,10.96,28.31
7.254,11.28,28.23
7.503,11.52,28.23
7.753,11.76,28.23
8.003,12.08,28.23
8.253,12.39,28.23
8.503,12.71,28.23
8.753,13.03,28.23
9.003,13.27,28.23
9.253,13.43,28.23
9.503,13.67,28.15
9.753,13.9,28.15
10.003,13.98,28.15
10.253,14.38,28.15
10.503,14.86,28.15
10.753,15.1,28.15
11.003,15.57,28.15
11.253,16.05,28.15
11.503,16.53,28.15
11.753,17.08,28.15
12.003,17.48,28.15
12.253,17.8,28.15
12.502,18.03,28.15
12.754,18.19,28.15
13.003,18.43,28.15
13.253,18.59,28.15
13.503,18.83,28.15
13.753,19.23,27.99
14.003,19.39,27.83
14.253,19.46,27.67
14.503,19.54,27.59
14.753,19.7,27.43
15.003,19.78,27.35
15.254,19.94,27.19
15.504,20.1,26.88
15.754,20.18,26.64
16.003,20.18,26.32
16.253,20.18,26.08
16.503,20.18,25.84
16.753,20.26,25.29
17.003,20.26,24.97
17.254,20.26,24.33
17.503,20.26,23.86
17.753,20.34,23.62
18.003,20.34,23.06
18.253,20.34,22.43
18.503,20.34,22.19
18.754,20.34,21.63
19.003,20.34,21.4
19.252,20.34,21.32
19.504,20.34,20.68
19.754,20.34,20.28
20.003,20.34,20.2
20.253,20.34,19.89
20.503,20.34,19.81
20.753,20.34,19.57
21.003,20.34,19.49
21.253,20.26,19.33
21.503,20.26,19.17
21.754,20.18,18.85
22.003,20.1,18.85
22.254,19.78,18.61
22.503,19.7,18.61
22.753,19.62,18.61
23.003,19.31,18.61
23.253,19.07,18.61
23.503,18.83,18.53
23.754,18.59,18.53
24.003,18.43,18.53
24.254,18.19,18.53
24.503,17.96,18.53
24.754,17.64,18.46
25.003,17.08,18.46
25.254,16.68,18.46
25.503,16.53,18.38
25.753,16.45,18.38
26.003,15.97,18.38
26.253,15.65,18.38
26.503,15.41,18.38
26.754,15.17,18.38
27.003,14.86,18.38
27.254,14.54,18.38
27.503,14.3,18.38
27.753,14.22,18.3
28.003,13.98,17.98
28.253,13.98,17.98
28.503,13.98,17.82
28.754,13.98,17.34
29.004,13.98,16.79
29.254,13.98,16.71
29.504,13.98,16.55
29.754,14.06,16.07
30.003,14.14,15.83
30.254,14.14,15.75
30.503,14.3,15.67
30.754,14.54,15.44
31.003,14.7,15.36
31.254,14.94,15.36
31.503,15.1,15.36
31.754,15.33,15.28
32.003,15.65,15.2
32.254,16.05,15.12
32.503,16.45,15.04
32.753,16.68,15.04
33.003,16.76,15.12
33.253,16.84,15.12
33.503,16.84,15.12
33.754,16.92,15.44
34.003,17.24,16.15
34.254,17.24,16.31
