time,x,y
0.272,6.4,28.5
0.522,6.73,28.5
0.773,7.06,28.42
1.023,7.48,28.33
1.273,7.64,28.25
1.524,7.81,28.25
1.772,8.06,28.17
2.022,8.22,27.92
2.273,8.39,27.75
2.522,8.47,27.59
2.773,8.64,27.34
3.022,8.72,27.09
3.273,8.81,26.76
3.523,8.81,26.42
3.772,8.81,25.18
4.022,8.81,25.09
4.273,8.81,24.84
4.523,8.81,24.51
4.772,8.81,24.18
5.022,8.81,23.6
5.273,8.81,23.18
5.523,8.81,23.02
5.773,8.81,22.77
6.023,8.89,22.52
6.273,8.97,22.44
6.523,9.14,22.19
6.772,9.3,22.02
7.024,9.39,22.02
7.274,9.72,22.02
7.524,9.8,22.02
7.772,9.8,22.02
8.023,10.13,22.02
8.273,10.55,22.1
8.521,10.72,22.1
8.772,11.13,22.1
9.027,11.13,22.1
9.273,11.13,22.1
9.524,11.13,22.1
9.773,11.13,22.1
10.026,11.13,22.1
10.272,11.38,21.94
10.526,11.63,21.94
10.772,11.63,21.94
11.026,11.63,21.94
11.272,11.63,21.94
11.527,11.63,21.94
11.773,11.63,21.94
12.023,12.29,21.94
12.272,12.71,21.85
12.523,13.46,21.85
12.772,13.71,21.85
13.024,13.87,21.69
13.273,13.96,21.36
13.523,14.04,21.11
13.774,14.12,20.69
14.026,14.12,20.44
14.272,14.12,20.28
14.526,14.2,20.11
14.773,14.2,19.94
15.025,14.2,19.78
15.272,14.2,19.53
15.523,14.2,19.28
15.773,14.29,18.95
16.024,14.29,18.61
16.273,14.29,18.45
16.522,14.37,18.2
16.773,14.37,17.95
17.026,14.37,17.7
17.273,14.37,17.53
17.523,14.37,17.2
17.772,14.45,16.87
18.023,14.45,16.54
18.272,14.45,16.37
18.522,14.45,16.12
18.773,14.45,15.87
19.023,14.54,15.71
19.273,14.7,15.54
19.522,14.87,15.38
19.773,15.2,15.29
20.023,15.45,15.21
20.271,15.7,15.13
20.523,16.03,15.13
20.772,16.2,15.04
21.023,16.45,15.04
21.272,16.78,15.04
21.524,17.03,15.21
21.772,17.11,15.29
22.025,17.19,15.38
22.273,17.36,15.54
