time,x,y
0.281,6.31,28.42
0.532,6.31,28.42
0.779,6.89,28.42
1.029,7.06,28.42
1.28,7.48,28.33
1.529,7.81,28.08
1.781,8.06,27.92
2.029,8.31,27.67
2.28,8.39,27.25
2.531,8.47,26.92
2.781,8.56,26.67
3.03,8.64,26.42
3.281,8.64,26.17
3.531,8.64,26.01
3.78,8.64,25.76
4.03,8.64,25.51
4.281,8.64,25.34
4.53,8.64,25.18
4.779,8.64,24.93
5.03,8.64,24.68
5.281,8.64,24.43
5.531,8.64,24.18
5.782,8.64,23.93
6.03,8.64,23.76
6.28,8.64,23.52
6.531,8.72,23.35
6.779,8.72,23.27
7.029,8.72,23.1
7.279,8.72,22.85
7.529,8.72,22.69
7.782,8.72,22.44
8.029,8.72,22.27
8.281,8.72,22.1
8.529,8.72,22.02
8.78,8.72,21.77
9.031,8.72,21.44
9.281,8.72,21.27
9.532,8.72,21.11
9.779,8.72,20.94
10.03,8.72,20.61
10.281,8.72,20.19
10.531,8.64,19.86
10.78,8.64,19.45
11.031,8.64,19.2
11.279,8.64,18.95
11.531,8.64,18.45
11.779,8.64,18.12
12.029,8.64,17.95
12.281,8.64,17.78
12.531,8.64,17.53
12.78,8.72,17.29
13.031,8.72,17.2
13.28,8.89,16.79
13.529,9.05,16.46
13.781,9.14,16.29
14.03,9.3,16.21
14.281,9.47,16.12
14.531,9.55,16.04
14.781,9.72,15.96
15.029,9.88,15.87
15.279,10.13,15.71
15.531,10.3,15.54
15.78,10.47,15.46
16.03,10.72,15.38
16.279,10.88,15.29
16.531,11.21,15.29
16.781,11.46,15.21
17.03,11.71,15.21
17.28,12.13,15.13
17.531,12.46,15.04
17.779,12.71,15.04
18.029,13.04,14.96
18.28,13.29,14.96
18.53,13.62,14.96
18.782,13.87,14.96
19.03,14.2,14.96
19.28,14.54,14.88
19.531,15.12,14.88
19.78,15.62,14.88
20.032,15.87,14.96
20.278,16.2,15.13
20.529,16.7,15.54
20.779,17.03,15.62
