time,x,y
0.324,6.48,28.75
0.573,6.48,28.75
0.823,6.56,28.75
1.072,6.81,28.75
1.322,6.98,28.67
1.573,7.31,28.58
1.824,7.56,28.58
2.073,7.81,28.5
2.325,7.97,28.33
2.573,8.14,28.17
2.824,8.22,27.84
3.072,8.31,27.5
3.325,8.31,27.25
3.573,8.31,26.76
3.824,8.31,26.26
4.073,8.31,25.68
4.327,8.31,25.43
4.572,8.31,25.18
4.823,8.31,25.01
5.072,8.31,24.93
5.325,8.31,24.84
5.575,8.31,24.68
5.823,8.31,24.6
6.073,8.31,24.43
6.323,8.31,24.26
6.572,8.31,24.01
6.823,8.31,23.76
7.075,8.31,23.6
7.324,8.31,23.52
7.574,8.31,23.35
7.825,8.31,23.27
8.072,8.31,23.1
8.325,8.31,22.93
8.574,8.31,22.69
8.823,8.31,22.6
9.074,8.31,22.44
9.324,8.31,22.27
9.573,8.31,22.1
9.823,8.31,21.94
10.074,8.31,21.77
10.323,8.31,21.77
10.575,8.31,21.52
10.823,8.31,21.36
11.073,8.31,21.11
11.323,8.31,20.86
11.573,8.31,20.69
11.824,8.31,20.44
12.074,8.31,20.19
12.323,8.31,20.03
12.573,8.31,19.94
12.824,8.31,19.78
13.072,8.39,19.53
13.323,8.39,19.2
13.573,8.47,18.95
13.824,8.47,18.78
14.072,8.56,18.53
14.326,8.64,18.28
14.573,8.64,18.03
14.822,8.72,17.78
15.073,8.72,17.53
15.325,8.81,17.37
15.574,8.89,17.04
15.824,8.97,16.87
16.072,9.05,16.7
16.324,9.14,16.54
16.574,9.22,16.54
16.824,9.39,16.37
17.073,9.47,16.29
17.324,9.64,16.12
17.573,9.88,15.87
17.823,10.05,15.71
18.072,10.22,15.62
18.324,10.55,15.54
18.574,10.88,15.54
18.825,11.3,15.46
19.072,11.55,15.38
19.325,11.88,15.29
19.573,12.21,15.29
19.825,12.54,15.21
20.073,12.88,15.13
20.325,13.21,15.04
20.573,13.46,15.04
20.823,13.79,14.96
21.073,14.12,14.96
21.325,14.95,14.88
21.573,15.28,14.88
21.824,15.53,14.88
22.073,16.03,14.88
22.324,16.53,15.04
22.572,17.19,15.38
22.825,17.44,15.54
