time,x,y
0.265,6.56,28.67
0.515,7.06,28.58
0.765,7.31,28.58
1.015,7.73,28.5
1.266,7.97,28.33
1.515,8.14,28.17
1.765,8.31,28
2.014,8.31,27.75
2.265,8.39,27.34
2.514,8.39,27.25
2.766,8.39,26.92
3.014,8.47,26.42
3.265,8.47,26.09
3.515,8.56,25.76
3.766,8.64,24.93
4.015,8.72,24.35
4.266,8.72,24.01
4.515,8.72,23.85
4.764,8.72,23.6
5.015,8.72,23.52
5.269,8.72,23.43
5.514,8.72,23.35
5.767,8.72,23.27
6.014,8.72,23.1
6.264,8.72,23.02
6.514,8.72,22.85
6.765,8.72,22.69
7.015,8.81,22.52
7.265,8.81,22.27
7.515,8.81,22.1
7.764,8.81,21.85
8.014,8.81,21.52
8.266,8.81,21.19
8.514,8.81,20.94
8.768,8.81,20.69
9.014,8.72,20.36
9.266,8.72,20.03
9.515,8.72,19.36
9.767,8.72,18.95
10.015,8.72,18.7
10.264,8.72,18.45
10.515,8.72,18.28
10.767,8.72,18.03
11.014,8.72,17.95
11.264,8.81,17.7
11.515,8.89,17.45
11.767,9.05,17.12
12.015,9.3,16.79
12.264,9.72,16.46
12.514,10.13,16.21
12.765,10.47,15.96
13.016,11.05,15.71
13.265,11.3,15.54
13.515,11.63,15.38
13.764,12.29,15.29
14.014,12.96,15.13
14.269,13.21,14.96
14.514,13.62,14.88
14.765,14.04,14.88
15.015,14.7,14.79
15.265,15.2,14.71
15.515,15.62,14.71
15.764,16.45,14.88
16.014,17.03,15.29
16.265,17.19,15.46
16.514,17.36,15.54
