time,x,y
0.252,6.62,28.7
0.501,6.62,28.61
0.752,6.62,28.52
1.001,7.34,28.52
1.251,7.79,28.52
1.503,7.97,28.52
1.752,8.32,28.52
2.003,8.59,28.43
2.252,8.77,28.16
2.502,8.95,27.89
2.752,8.95,27.45
3.002,9.04,27.18
3.253,9.04,26.91
3.503,9.04,26.55
3.751,9.04,26.28
4.001,9.04,25.74
4.253,9.13,25.12
4.502,9.13,24.67
4.751,9.13,24.22
5.002,9.04,23.78
5.252,8.95,23.33
5.502,8.77,22.79
5.753,8.77,22.25
6.002,8.68,21.81
6.252,8.59,21.36
6.501,8.59,20.73
6.751,8.5,20.02
7.002,8.41,19.39
7.251,8.41,19.03
7.502,8.41,18.32
7.753,8.5,17.69
8.001,8.5,17.51
8.253,8.5,17.51
8.501,8.5,16.88
8.753,8.59,15.99
9.002,8.68,15.27
9.252,8.86,14.74
9.502,8.95,14.65
9.753,8.95,14.65
10.002,8.95,14.65
10.252,9.31,14.65
10.502,10.02,14.65
10.751,10.56,14.65
11.002,11.19,14.65
11.251,11.64,14.65
11.501,12.71,14.65
11.751,13.25,14.65
12.002,13.96,14.74
12.253,14.5,14.74
12.502,15.22,14.74
12.752,15.75,14.74
13.002,15.93,14.83
13.252,16.02,14.83
13.502,16.47,14.83
13.752,18.53,14.91
14.001,19.15,14.91
14.252,19.33,14.91
14.501,19.51,14.91
14.751,20.05,14.74
15.002,20.14,14.74
15.252,20.14,14.74
15.502,20.23,14.29
15.752,20.32,13.75
16.002,20.32,12.95
16.251,20.32,12.59
16.503,20.32,11.87
16.752,20.32,11.42
17.002,20.32,10.89
17.251,20.32,10.44
17.501,20.41,10.17
17.753,20.76,9.9
18.003,20.76,9.9
18.253,20.76,9.9
18.503,20.76,9.9
18.752,20.76,9.9
19.002,21.03,9.9
19.252,21.03,9.9
19.503,21.3,9.99
19.753,21.3,9.99
20.003,21.3,9.99
