time,x,y
0.252,6.53,28.61
0.502,6.53,28.61
0.753,6.53,28.61
1.002,6.71,28.43
1.253,6.71,28.34
1.502,7.52,28.25
1.753,7.7,28.16
2.003,7.79,28.16
2.251,8.23,28.16
2.501,8.77,28.16
2.753,9.04,28.16
3.002,9.22,28.16
3.252,9.58,28.16
3.502,9.93,28.16
3.752,10.47,28.16
4.002,10.83,28.16
4.252,11.19,28.16
4.502,11.46,28.16
4.752,11.64,28.16
5.002,11.99,28.16
5.252,12.35,28.16
5.502,12.71,28.16
5.752,13.07,28.16
6.002,13.51,28.16
6.253,13.78,28.16
6.502,14.14,28.16
6.752,14.5,28.16
7.002,14.77,28.16
7.252,15.22,28.07
7.502,15.75,28.07
7.753,16.11,28.07
8.002,16.47,28.07
8.252,16.92,28.07
8.502,17.36,28.07
8.752,17.81,28.07
9.002,18.17,28.07
9.252,18.44,27.98
9.502,18.71,27.98
9.752,18.97,27.98
10.002,19.33,27.98
10.253,19.78,28.07
10.502,19.96,28.16
10.752,20.05,28.25
11.002,20.14,28.79
11.252,20.23,29.15
11.502,20.23,29.5
11.752,20.23,29.86
12.001,20.23,30.22
12.252,20.23,30.67
12.503,20.32,31.11
12.752,20.32,31.47
13.002,20.32,31.83
13.252,20.32,32.64
13.502,20.41,33.44
13.752,20.41,33.71
14.003,20.41,34.07
14.252,20.5,34.43
14.501,20.5,34.61
14.752,20.23,34.69
15.003,19.96,34.78
15.253,19.6,34.78
15.502,19.51,34.78
15.752,19.51,34.78
