time,x,y
0.319,6.56,28.5
0.572,6.56,28.42
0.823,6.81,28.42
1.069,6.98,28.42
1.322,7.14,28.42
1.569,7.39,28.42
1.82,7.81,28.42
2.068,8.31,28.42
2.319,8.89,28.42
2.57,9.22,28.42
2.822,9.47,28.42
3.068,9.97,28.42
3.32,10.38,28.42
3.569,10.96,28.42
3.82,11.38,28.42
4.069,11.55,28.42
4.322,11.71,28.42
4.569,11.88,28.42
4.819,12.29,28.42
5.069,12.46,28.33
5.32,12.96,28.25
5.569,13.29,28.25
5.818,13.54,28.25
6.069,14.29,28.17
6.319,14.79,28.08
6.569,14.95,28
6.82,15.45,28
7.07,16.03,28
7.319,16.45,28
7.569,16.95,28
7.82,17.28,28
8.069,17.53,28
8.32,17.78,28
8.572,18.11,28
8.818,18.36,28
9.068,18.77,28
9.319,19.19,28
9.568,19.6,28.08
9.819,20.02,28.08
10.069,20.19,27.92
10.32,20.27,27.42
10.572,20.27,27.17
10.82,20.27,26.92
11.069,20.27,26.76
11.319,20.27,26.51
11.569,20.27,26.26
11.82,20.27,26.01
12.069,20.27,25.76
12.318,20.27,25.59
12.569,20.27,25.34
12.822,20.27,25.26
13.069,20.27,25.01
13.32,20.19,24.84
13.569,20.19,24.6
13.818,20.1,24.1
14.069,20.1,23.76
14.321,20.1,23.52
14.571,20.1,23.27
14.82,20.1,22.93
15.069,20.1,22.19
15.319,20.19,21.77
15.568,20.27,21.11
15.82,20.27,20.44
16.069,20.35,20.03
16.32,20.35,19.69
16.569,20.35,19.28
16.82,20.35,18.45
17.069,20.35,18.2
17.319,20.35,17.95
17.569,20.35,17.53
17.819,20.35,17.29
18.069,20.35,16.7
18.319,20.35,16.21
18.57,20.35,15.96
18.818,20.27,15.79
19.069,19.6,14.88
19.323,19.6,14.88
19.568,19.02,14.88
19.82,18.52,14.88
20.07,18.11,15.04
20.321,17.94,15.21
20.568,17.53,15.46
20.819,17.36,15.54
21.073,17.36,15.71
21.322,17.36,15.71
21.573,17.36,15.71
