time,x,y
0.277,6.53,28.7
0.528,6.53,28.61
0.777,6.53,28.52
1.026,6.71,28.52
1.278,6.89,28.52
1.527,7.16,28.61
1.777,7.79,28.61
2.027,8.5,28.34
2.277,8.5,28.16
2.527,8.59,27.98
2.777,8.68,27.71
3.027,8.77,27.36
3.277,8.77,26.1
3.527,8.95,24.49
3.777,8.95,24.04
4.026,8.95,23.42
4.277,8.95,22.61
4.527,8.95,22.43
4.777,8.95,22.16
5.028,8.95,21.72
5.277,8.95,20.82
5.527,8.95,20.2
5.777,8.95,19.66
6.027,8.86,17.87
6.278,8.68,17.42
6.527,8.68,17.42
6.778,8.68,17.42
7.027,8.68,17.42
7.276,8.68,17.42
7.527,8.68,17.42
7.777,8.86,17.6
8.027,8.95,17.6
8.278,8.95,17.6
8.528,8.95,17.6
8.778,8.95,17.6
9.028,8.95,17.87
9.277,9.67,17.78
9.527,10.38,17.69
9.778,10.47,17.6
10.028,10.47,17.6
10.277,10.47,17.42
10.527,10.56,17.15
10.777,10.56,17.15
11.028,10.56,17.15
11.277,10.56,17.15
11.527,10.56,17.15
11.778,10.56,17.15
12.028,10.56,17.15
12.277,10.56,17.15
12.528,10.56,17.15
12.777,10.56,17.15
13.028,10.56,17.15
13.277,10.65,17.15
13.528,10.65,17.15
13.776,10.74,16.88
14.027,10.92,16.7
14.277,11.01,16.44
14.527,11.01,16.26
14.777,11.01,16.08
15.027,11.1,15.99
15.277,11.1,15.99
15.528,11.1,15.99
15.777,11.1,15.99
16.027,11.1,15.81
16.277,11.1,15.81
16.527,11.1,15.72
16.777,11.1,15.09
17.027,10.92,14.74
17.278,10.74,14.29
17.527,10.38,14.29
17.777,10.2,14.29
18.027,9.85,14.29
18.277,9.49,14.29
18.527,9.13,14.56
18.777,8.59,14.56
19.027,8.5,14.83
19.277,8.86,14.91
19.527,8.86,14.91
19.777,8.86,15.27
20.027,8.68,15.63
20.277,8.68,16.08
20.528,8.59,16.26
20.777,8.68,16.97
21.026,8.68,17.51
21.277,8.77,18.23
21.528,8.77,18.76
21.777,8.86,19.21
22.026,8.86,20.46
22.277,8.86,21.27
22.527,8.86,22.25
22.776,8.86,22.52
23.028,8.86,22.52
23.277,8.86,23.06
23.527,8.86,23.33
23.777,8.86,24.49
24.027,8.86,25.12
24.277,8.86,25.83
24.528,8.86,26.46
24.777,8.77,27
25.027,8.68,27.36
25.277,8.59,27.98
25.527,8.06,28.34
25.778,7.52,28.52
26.027,6.89,28.61
26.277,6.71,28.7
26.528,6.71,28.88
26.778,6.71,28.88
