time,x,y
0.253,6.71,28.79
0.502,6.71,28.79
0.752,6.71,28.79
1.002,6.71,28.7
1.252,6.71,28.61
1.503,6.89,28.34
1.752,7.34,28.34
2.002,7.7,28.34
2.252,7.97,28.25
2.503,7.97,28.25
2.753,8.06,28.16
3.002,8.14,27.98
3.253,8.23,27.71
3.502,8.32,27.45
3.752,8.5,27
4.002,8.59,26.37
4.253,8.59,26.1
4.502,8.59,25.57
4.752,8.59,25.12
5.002,8.59,23.87
5.252,8.68,22.97
5.502,8.68,22.52
5.752,8.77,21.9
6.002,8.77,21.36
6.253,8.77,21
6.503,8.77,20.91
6.752,8.77,20.91
7.002,8.77,20.46
7.252,8.95,18.49
7.502,8.95,17.96
7.753,8.95,17.6
8.002,9.04,17.33
8.252,9.04,16.7
8.503,9.13,15.99
8.753,9.22,15.63
9.002,9.22,15.36
9.253,9.76,14.91
9.502,11.46,14.65
9.751,11.81,14.65
10.001,12.35,14.74
10.253,12.71,14.83
10.502,13.16,14.83
10.752,13.69,14.83
11.002,14.32,14.91
11.252,14.95,14.91
11.502,15.3,14.91
11.753,15.39,14.91
12.002,15.48,14.91
12.252,15.75,15
12.502,15.93,15.09
12.752,16.11,15.45
13.003,16.11,15.45
13.252,16.11,15.45
13.501,15.93,15.36
13.753,15.75,15.18
14.002,15.57,15.09
14.253,15.48,15.09
14.502,14.77,15
14.753,13.96,15
15.003,13.51,15
15.252,13.25,15
15.501,12.89,15
15.753,12.44,15.09
16.003,11.72,15.27
16.251,11.28,15.27
16.501,11.01,15.36
16.752,10.38,15.63
17.003,9.58,16.08
17.253,9.31,16.35
17.503,9.31,16.35
17.753,9.22,16.97
18.002,9.13,18.05
18.252,9.04,18.49
18.502,8.95,19.21
18.753,8.95,19.75
19.001,8.86,20.37
19.252,8.86,21
19.502,8.77,21.45
19.752,8.77,21.81
20.001,8.77,22.43
20.251,8.77,22.79
20.503,8.59,23.95
20.752,8.59,24.67
21.002,8.59,25.3
21.251,8.59,26.01
21.501,8.41,27.09
21.752,8.14,27.62
22.003,7.79,28.07
22.251,7.25,28.43
22.502,6.98,28.61
22.752,6.89,28.61
23.002,6.89,28.61
