"event","experiment time","system time","system time text"
"START",0.000000000E0,1747992998.506,"2025-05-23 18:36:38.506 UTC+09:00"
"PAUSE",3.503161009E1,1747993033.538,"2025-05-23 18:37:13.538 UTC+09:00"
