"t","x","y","z"
7.709197000E-3,-9.624691010E0,-6.344634295E-1,2.229001760E0
9.812235000E-3,-9.612719536E0,-6.416460276E-1,2.207453966E0
1.184654300E-2,-9.555258751E0,-6.464344859E-1,2.140416384E0
1.390554300E-2,-9.495404243E0,-6.416460276E-1,2.094926596E0
1.590535100E-2,-9.478644371E0,-6.416460276E-1,2.087743998E0
1.797342800E-2,-9.483432770E0,-6.368576288E-1,2.066195965E0
2.000765800E-2,-9.483432770E0,-6.296750307E-1,2.075772762E0
2.207581200E-2,-9.490615845E0,-6.248866320E-1,2.087743998E0
2.411004300E-2,-9.483432770E0,-6.200982332E-1,2.106897593E0
2.617862000E-2,-9.476250648E0,-6.129156351E-1,2.114080191E0
2.821246600E-2,-9.457097054E0,-6.248866320E-1,2.128445387E0
3.022227400E-2,-9.442731857E0,-6.033388376E-1,2.130839586E0
3.222150400E-2,-9.440337181E0,-5.937620401E-1,2.114080191E0
3.428942800E-2,-9.457097054E0,-5.865794420E-1,2.121262789E0
3.632285100E-2,-9.464279175E0,-5.937620401E-1,2.123656988E0
3.839096600E-2,-9.457097054E0,-5.889736414E-1,2.138022184E0
4.042450400E-2,-9.454702377E0,-5.865794420E-1,2.154781580E0
4.249269700E-2,-9.449913979E0,-5.793967843E-1,2.161964178E0
4.452658100E-2,-9.478644371E0,-5.913678408E-1,2.195482969E0
4.659446600E-2,-9.471462250E0,-5.865794420E-1,2.219424963E0
4.862792700E-2,-9.481039047E0,-5.937620401E-1,2.219424963E0
5.065212000E-2,-9.485827446E0,-6.153098345E-1,2.219424963E0
5.265112000E-2,-9.466673851E0,-6.344634295E-1,2.233790159E0
5.471896600E-2,-9.483432770E0,-6.440402865E-1,2.243366957E0
5.675231200E-2,-9.502586365E0,-6.631938815E-1,2.245761156E0
5.882019700E-2,-9.526528358E0,-6.655880809E-1,2.248155355E0
6.085408100E-2,-9.526528358E0,-6.607996821E-1,2.250549555E0
6.292238900E-2,-9.504981041E0,-6.799532771E-1,2.250549555E0
6.495638900E-2,-9.528923035E0,-6.799532771E-1,2.257732153E0
