"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.362264970E-1,9.852140427E0,-1.077390790E0,1.173158810E-1
2.382964580E-1,9.837775230E0,-1.084573388E0,1.340752989E-1
2.403314200E-1,9.832986832E0,-1.084573388E0,1.460463107E-1
2.423651500E-1,9.818621635E0,-1.089361787E0,1.556231081E-1
2.443649200E-1,9.799467087E0,-1.106121182E0,1.795651317E-1
2.464341500E-1,9.780313492E0,-1.110909581E0,1.867477298E-1
2.484699970E-1,9.782708168E0,-1.122880578E0,2.011129409E-1
2.505391120E-1,9.765948296E0,-1.139639974E0,2.059013397E-1
2.525743430E-1,9.768342972E0,-1.137245774E0,2.059013397E-1
2.545751120E-1,9.768342972E0,-1.158793569E0,2.154781520E-1
2.565751500E-1,9.765948296E0,-1.180341482E0,2.154781520E-1
2.586449200E-1,9.768342972E0,-1.189918280E0,2.130839527E-1
2.606798430E-1,9.775525093E0,-1.209071875E0,2.035071403E-1
2.626819580E-1,9.787496567E0,-1.209071875E0,1.915361285E-1
2.646820350E-1,9.792284966E0,-1.223437071E0,2.035071403E-1
2.667514200E-1,9.799467087E0,-1.228225470E0,2.011129409E-1
2.687870350E-1,9.818621635E0,-1.235408068E0,1.867477298E-1
2.708563040E-1,9.830592155E0,-1.254561663E0,1.891419291E-1
2.728911500E-1,9.828198433E0,-1.264138460E0,1.915361285E-1
2.748952270E-1,9.821015358E0,-1.271321058E0,1.915361285E-1
2.768959580E-1,9.821015358E0,-1.285686255E0,1.963245422E-1
2.789656500E-1,9.823410034E0,-1.319205165E0,2.082955539E-1
2.810006120E-1,9.830592155E0,-1.326387763E0,2.130839527E-1
2.830013040E-1,9.842563629E0,-1.331176162E0,2.202665508E-1
2.850019200E-1,9.852140427E0,-1.323993564E0,2.466027737E-1
2.870721120E-1,9.868899345E0,-1.338358760E0,2.705447972E-1
2.891081500E-1,9.873687744E0,-1.347935557E0,2.992752194E-1
2.911776890E-1,9.866505623E0,-1.364694953E0,3.184288144E-1
2.932133810E-1,9.847352028E0,-1.371877551E0,3.447650373E-1
2.952281500E-1,9.842563629E0,-1.381454349E0,3.830722570E-1
2.972282660E-1,9.840168953E0,-1.391031146E0,4.022258818E-1
2.992978810E-1,9.804255486E0,-1.405396342E0,4.333505034E-1
3.013332660E-1,9.777919769E0,-1.422155857E0,4.716577232E-1
3.033362270E-1,9.770736694E0,-1.424550056E0,4.932055473E-1
3.053371890E-1,9.758766174E0,-1.436521053E0,5.339069963E-1
3.074056120E-1,9.732429504E0,-1.450886250E0,5.674257874E-1
3.094405350E-1,9.725247383E0,-1.448492050E0,5.817909837E-1
3.115098430E-1,9.718064308E0,-1.462857246E0,6.033388376E-1
3.135450730E-1,9.715670586E0,-1.465251446E0,6.536170840E-1
3.155486890E-1,9.715670586E0,-1.455674648E0,6.631938815E-1
3.175493040E-1,9.701305389E0,-1.453280449E0,6.919242740E-1
3.196185350E-1,9.698910713E0,-1.467645645E0,7.254431248E-1
3.216540730E-1,9.703699112E0,-1.470039845E0,7.517793179E-1
3.236870730E-1,9.701305389E0,-1.455674648E0,7.996633649E-1
3.256866120E-1,9.701305389E0,-1.438915253E0,8.212111592E-1
3.277561500E-1,9.718064308E0,-1.438915253E0,8.331822157E-1
3.297909190E-1,9.722852707E0,-1.424550056E0,8.475474119E-1
3.318598040E-1,9.725247383E0,-1.410184860E0,8.690952063E-1
3.338946500E-1,9.742006302E0,-1.398213744E0,8.738836050E-1
3.359194190E-1,9.751583099E0,-1.367089152E0,8.810662031E-1
3.379195350E-1,9.763554573E0,-1.364694953E0,8.714894056E-1
3.399888810E-1,9.768342972E0,-1.352723956E0,8.667010069E-1
3.420241500E-1,9.787496567E0,-1.333570361E0,8.595184088E-1
3.440251500E-1,9.787496567E0,-1.328781962E0,8.427590132E-1
3.460254190E-1,9.792284966E0,-1.312022567E0,8.355764151E-1
3.480949580E-1,9.797073364E0,-1.292868972E0,8.140285611E-1
3.501300350E-1,9.813833237E0,-1.242590666E0,7.972691655E-1
3.521991500E-1,9.809044838E0,-1.233013868E0,8.020575643E-1
3.542339190E-1,9.804255486E0,-1.201889277E0,8.020575643E-1
3.562387270E-1,9.830592155E0,-1.182735682E0,7.924807668E-1
3.582383810E-1,9.837775230E0,-1.180341482E0,7.876923680E-1
3.603079960E-1,9.830592155E0,-1.158793569E0,7.829039693E-1
3.623429960E-1,9.825803757E0,-1.144428372E0,7.924807668E-1
3.643429190E-1,9.842563629E0,-1.132457376E0,8.116343617E-1
3.663425350E-1,9.856928825E0,-1.110909581E0,8.236053586E-1
3.684115730E-1,9.861717224E0,-1.077390790E0,8.331822157E-1
3.704464580E-1,9.880870819E0,-1.072602391E0,8.547300100E-1
3.725151500E-1,9.885659218E0,-1.074996591E0,8.738836050E-1
3.745496500E-1,9.888052940E0,-1.058237195E0,8.930372596E-1
3.765815350E-1,9.885659218E0,-1.039083481E0,9.193734527E-1
3.785815350E-1,9.890447617E0,-1.027112484E0,9.337386489E-1
3.806505350E-1,9.916783333E0,-1.012747288E0,9.600749016E-1
3.826852650E-1,9.935936928E0,-9.959878922E-1,9.888052940E-1
3.846871500E-1,9.945513725E0,-9.959878922E-1,1.005564690E0
3.866864960E-1,9.933543205E0,-9.648633003E-1,1.029506683E0
3.887554580E-1,9.962273598E0,-9.528923035E-1,1.048660398E0
3.907901500E-1,9.967061996E0,-9.576807022E-1,1.063025594E0
3.928592270E-1,9.962273598E0,-9.409212470E-1,1.096544385E0
3.948942270E-1,9.952696800E0,-9.265560508E-1,1.108515382E0
3.968989580E-1,9.962273598E0,-9.169792533E-1,1.120486379E0
3.988989960E-1,9.981427193E0,-9.002198577E-1,1.130063176E0
4.009678040E-1,9.981427193E0,-8.906430602E-1,1.149216771E0
4.030024190E-1,9.981427193E0,-8.786720037E-1,1.139639974E0
4.050357270E-1,9.969455719E0,-8.906430602E-1,1.120486379E0
4.070355730E-1,9.955090523E0,-9.169792533E-1,1.115697980E0
4.091050730E-1,9.952696800E0,-9.169792533E-1,1.103726983E0
4.111401110E-1,9.943120003E0,-9.002198577E-1,1.063025594E0
4.132090340E-1,9.931148529E0,-8.882488012E-1,1.043871999E0
4.152444580E-1,9.926360130E0,-8.834604025E-1,1.019929886E0
4.172771880E-1,9.926360130E0,-8.714894056E-1,9.744400978E-1
4.192768040E-1,9.902418137E0,-8.619126081E-1,9.361328483E-1
4.213464580E-1,9.892841339E0,-8.571242094E-1,9.002198577E-1
4.233813040E-1,9.897629738E0,-8.571242094E-1,8.930372596E-1
4.253916110E-1,9.876082420E0,-8.379706144E-1,8.762778044E-1
4.273923420E-1,9.890447617E0,-8.212111592E-1,8.690952063E-1
4.294625730E-1,9.888052940E0,-8.068459630E-1,8.571242094E-1
4.314976880E-1,9.866505623E0,-8.068459630E-1,8.571242094E-1
4.335667270E-1,9.849745750E0,-7.948749661E-1,8.523358107E-1
4.356017270E-1,9.844957352E0,-7.876923680E-1,8.547300100E-1
4.376066110E-1,9.832986832E0,-7.709329724E-1,8.571242094E-1
4.396065730E-1,9.823410034E0,-7.613561153E-1,8.714894056E-1
4.416759960E-1,9.813833237E0,-7.685387731E-1,8.810662031E-1
4.437110730E-1,9.792284966E0,-7.733271718E-1,9.241618514E-1
4.457446110E-1,9.780313492E0,-7.422025204E-1,9.433154464E-1
4.477448040E-1,9.780313492E0,-7.493851185E-1,9.552865028E-1
4.498140730E-1,9.792284966E0,-7.757213712E-1,9.864110947E-1
4.518497270E-1,9.761159897E0,-7.733271718E-1,1.007958889E0
4.539192270E-1,9.765948296E0,-7.781155705E-1,1.010353088E0
