time,x,y
0.305,6.54,28.72
0.554,6.54,28.72
0.804,6.54,28.72
1.054,6.54,28.65
1.304,6.67,28.65
1.554,6.85,28.72
1.804,7.17,28.72
2.054,7.8,28.65
2.304,7.99,28.53
2.553,8.3,28.34
2.803,8.68,27.71
3.054,8.8,27.27
3.304,8.8,27.08
3.554,8.93,26.52
3.804,8.93,26.14
4.054,8.99,25.76
4.304,9.06,24.69
4.554,9.06,24.19
4.804,9.12,24.13
5.054,9.12,24.13
5.305,9.12,24.13
5.554,9.12,24
5.804,9.12,23.69
6.054,9.12,23.62
6.304,9.12,23.62
6.555,9.12,23.25
6.805,9.12,23.06
7.054,9.12,23.06
7.304,9.12,23.06
7.554,9.12,23.06
7.804,9.12,23.12
8.054,9.12,23.18
8.305,9.12,23.18
8.555,9.12,23.5
8.804,9.12,23.69
9.054,9.12,24.13
9.304,9.12,24.69
9.554,9.12,25.01
9.804,9.12,25.32
10.054,9.12,25.64
10.304,9.12,25.95
10.554,9.12,26.14
10.803,9.06,26.33
11.054,9.06,26.64
11.304,9.12,26.89
11.554,9.24,27.08
11.804,9.5,27.33
12.054,9.94,27.65
12.304,10.5,27.71
12.553,11.26,27.9
12.803,11.7,28.02
13.053,12.33,28.02
13.304,13.02,28.09
13.555,13.27,28.21
13.804,13.65,28.4
14.054,13.9,28.53
14.305,14.02,28.65
14.554,14.09,28.78
14.804,14.21,29.03
15.054,14.28,29.28
15.305,14.28,29.28
15.555,14.28,29.28
15.804,14.28,29.28
16.054,14.28,29.28
16.304,14.28,29.28
16.553,14.28,29.28
16.804,14.28,29.28
17.054,14.28,29.28
